,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
145,Brazil,BRA,1/18/2021,1109.0,1109.0,0.0,997.0,554.0,0.0,0.0,0.0,3.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
146,Brazil,BRA,1/19/2021,11470.0,11470.0,0.0,10361.0,3823.0,0.01,0.01,0.0,18.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
147,Brazil,BRA,1/20/2021,28543.0,28543.0,0.0,17073.0,7136.0,0.01,0.01,0.0,34.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
148,Brazil,BRA,1/21/2021,136519.0,136519.0,0.0,107976.0,27304.0,0.06,0.06,0.0,128.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
149,Brazil,BRA,1/22/2021,245877.0,245877.0,0.0,109358.0,40980.0,0.12,0.12,0.0,193.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
150,Brazil,BRA,1/23/2021,537774.0,537774.0,0.0,291897.0,76825.0,0.25,0.25,0.0,361.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
151,Brazil,BRA,1/24/2021,604722.0,604722.0,0.0,66948.0,86373.0,0.28,0.28,0.0,406.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
152,Brazil,BRA,1/25/2021,700608.0,700608.0,0.0,95886.0,99928.0,0.33,0.33,0.0,470.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
153,Brazil,BRA,1/26/2021,848883.0,848883.0,0.0,148275.0,119630.0,0.4,0.4,0.0,563.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
154,Brazil,BRA,1/27/2021,1129885.0,1129885.0,0.0,281002.0,157335.0,0.53,0.53,0.0,740.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
155,Brazil,BRA,1/28/2021,1450900.0,1450900.0,0.0,321015.0,187769.0,0.68,0.68,0.0,883.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
156,Brazil,BRA,1/29/2021,1668032.0,1656851.0,0.0,217132.0,203165.0,0.78,0.78,0.0,956.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
157,Brazil,BRA,1/30/2021,2003211.0,1923813.0,0.0,335179.0,209348.0,0.94,0.91,0.0,985.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
158,Brazil,BRA,1/31/2021,2074059.0,2046523.0,0.0,70848.0,209905.0,0.98,0.96,0.0,988.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
159,Bulgaria,BGR,12/29/2020,1719.0,1719.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
160,Bulgaria,BGR,12/30/2020,4608.0,4608.0,0.0,2889.0,2889.0,0.07,0.07,0.0,416.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
162,Bulgaria,BGR,1/1/2021,4739.0,4739.0,0.0,0.0,1007.0,0.07,0.07,0.0,145.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
166,Bulgaria,BGR,1/5/2021,5448.0,5448.0,0.0,0.0,533.0,0.08,0.08,0.0,77.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
167,Bulgaria,BGR,1/6/2021,7913.0,7913.0,0.0,2465.0,472.0,0.11,0.11,0.0,68.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
168,Bulgaria,BGR,1/7/2021,11117.0,11117.0,0.0,3204.0,920.0,0.16,0.16,0.0,132.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
169,Bulgaria,BGR,1/8/2021,13355.0,13355.0,0.0,2238.0,1231.0,0.19,0.19,0.0,177.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
170,Bulgaria,BGR,1/9/2021,13473.0,13473.0,0.0,118.0,1222.0,0.19,0.19,0.0,176.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
172,Bulgaria,BGR,1/11/2021,14161.0,14161.0,0.0,0.0,1270.0,0.2,0.2,0.0,183.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
173,Bulgaria,BGR,1/12/2021,15780.0,15780.0,0.0,1619.0,1476.0,0.23,0.23,0.0,212.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
174,Bulgaria,BGR,1/13/2021,17038.0,17038.0,0.0,1258.0,1304.0,0.25,0.25,0.0,188.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
175,Bulgaria,BGR,1/14/2021,17686.0,17686.0,0.0,648.0,938.0,0.25,0.25,0.0,135.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
176,Bulgaria,BGR,1/15/2021,18126.0,18126.0,0.0,440.0,682.0,0.26,0.26,0.0,98.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
177,Bulgaria,BGR,1/16/2021,18332.0,18332.0,0.0,206.0,694.0,0.26,0.26,0.0,100.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
178,Bulgaria,BGR,1/17/2021,18453.0,18453.0,0.0,121.0,662.0,0.27,0.27,0.0,95.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
179,Bulgaria,BGR,1/18/2021,19638.0,18524.0,1114.0,1185.0,782.0,0.28,0.27,0.02,113.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
180,Bulgaria,BGR,1/19/2021,22226.0,19058.0,3168.0,2588.0,921.0,0.32,0.27,0.05,133.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
181,Bulgaria,BGR,1/20/2021,24127.0,19834.0,4293.0,1901.0,1013.0,0.35,0.29,0.06,146.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
182,Bulgaria,BGR,1/21/2021,25251.0,20719.0,4532.0,1124.0,1081.0,0.36,0.3,0.07,156.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
183,Bulgaria,BGR,1/22/2021,26101.0,21496.0,4605.0,850.0,1139.0,0.38,0.31,0.07,164.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
184,Bulgaria,BGR,1/23/2021,26119.0,21509.0,4610.0,18.0,1112.0,0.38,0.31,0.07,160.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
185,Bulgaria,BGR,1/24/2021,26143.0,21533.0,4610.0,24.0,1099.0,0.38,0.31,0.07,158.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
186,Bulgaria,BGR,1/25/2021,26798.0,22129.0,4669.0,655.0,1023.0,0.39,0.32,0.07,147.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
187,Bulgaria,BGR,1/26/2021,29122.0,23667.0,5455.0,2324.0,985.0,0.42,0.34,0.08,142.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
188,Bulgaria,BGR,1/27/2021,32917.0,25245.0,7672.0,3795.0,1256.0,0.47,0.36,0.11,181.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
189,Bulgaria,BGR,1/28/2021,37636.0,26753.0,10883.0,4719.0,1769.0,0.54,0.39,0.16,255.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
190,Bulgaria,BGR,1/29/2021,40805.0,27856.0,12949.0,3169.0,2101.0,0.59,0.4,0.19,302.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
191,Bulgaria,BGR,1/30/2021,41020.0,27957.0,13063.0,215.0,2129.0,0.59,0.4,0.19,306.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
196,Canada,CAN,1/12/2021,267078.0,158062.93697478995,0.0,0.0,0.0,0.71,0.30793067226890436,0.0,0.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
197,Canada,CAN,1/13/2021,288488.0,179472.93697478995,0.0,21410.0,4282.0,0.76,0.3579306722689044,0.0,113.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
198,Canada,CAN,1/14/2021,310788.0,201772.93697478995,0.0,22300.0,7285.0,0.82,0.41793067226890435,0.0,193.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
199,Canada,CAN,1/15/2021,342227.0,233211.93697478995,0.0,31439.0,10736.0,0.91,0.5079306722689044,0.0,284.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
202,Canada,CAN,1/18/2021,422864.0,313848.93697478995,0.0,0.0,22255.0,1.12,0.7179306722689045,0.0,590.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
203,Canada,CAN,1/19/2021,459780.0,350764.93697478995,0.0,36916.0,27529.0,1.22,0.8179306722689044,0.0,729.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
204,Canada,CAN,1/20/2021,485739.0,376723.93697478995,0.0,25959.0,28179.0,1.29,0.8879306722689044,0.0,747.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
205,Canada,CAN,1/21/2021,706464.0,597448.93697479,0.0,220725.0,56525.0,1.87,1.4679306722689045,0.0,1498.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
206,Canada,CAN,1/22/2021,752377.0,643361.93697479,0.0,45913.0,58593.0,1.99,1.5879306722689044,0.0,1552.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
209,Canada,CAN,1/25/2021,802354.0,693338.93697479,0.0,0.0,54213.0,2.13,1.7279306722689043,0.0,1436.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
210,Canada,CAN,1/26/2021,827042.0,718026.93697479,0.0,24688.0,52466.0,2.19,1.7879306722689043,0.0,1390.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
211,Canada,CAN,1/27/2021,890536.0,781520.93697479,0.0,63494.0,57828.0,2.36,1.9579306722689043,0.0,1532.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
212,Canada,CAN,1/28/2021,910676.0,801660.93697479,0.0,20140.0,29173.0,2.41,2.0079306722689045,0.0,773.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
213,Canada,CAN,1/29/2021,937338.0,828322.93697479,0.0,26662.0,26423.0,2.48,2.0779306722689044,0.0,700.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
214,Chile,CHL,12/24/2020,420.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
215,Chile,CHL,12/25/2020,5191.0,5191.0,0.0,4771.0,4771.0,0.03,0.03,0.0,250.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
216,Chile,CHL,12/26/2020,8335.0,8335.0,0.0,3144.0,3958.0,0.04,0.04,0.0,207.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
217,Chile,CHL,12/27/2020,8646.0,8646.0,0.0,311.0,2742.0,0.05,0.05,0.0,143.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
225,Chile,CHL,1/4/2021,9051.0,9051.0,0.0,0.0,51.0,0.05,0.05,0.0,3.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
226,Chile,CHL,1/5/2021,10494.0,10494.0,0.0,1443.0,250.0,0.05,0.05,0.0,13.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
227,Chile,CHL,1/6/2021,10699.0,10699.0,0.0,205.0,272.0,0.06,0.06,0.0,14.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
234,Chile,CHL,1/13/2021,14612.0,11743.0,2869.0,0.0,559.0,0.08,0.06,0.02,29.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
235,Chile,CHL,1/14/2021,18526.0,12787.0,5739.0,3914.0,1038.0,0.1,0.07,0.03,54.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
236,Chile,CHL,1/15/2021,21876.0,13755.0,8121.0,3350.0,1437.0,0.11,0.07,0.04,75.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
237,Chile,CHL,1/16/2021,21937.0,13766.0,8171.0,61.0,1366.0,0.11,0.07,0.04,71.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
238,Chile,CHL,1/17/2021,21972.0,13781.0,8191.0,35.0,1291.0,0.11,0.07,0.04,68.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
239,Chile,CHL,1/18/2021,32385.0,24025.0,8360.0,10413.0,2699.0,0.17,0.13,0.04,141.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
240,Chile,CHL,1/19/2021,50924.0,42564.0,8360.0,18539.0,5267.0,0.27,0.22,0.04,276.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
241,Chile,CHL,1/20/2021,54036.0,45676.0,8360.0,3112.0,5632.0,0.28,0.24,0.04,295.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
242,Chile,CHL,1/21/2021,62822.0,54458.0,8364.0,8786.0,6328.0,0.33,0.28,0.04,331.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
243,Chile,CHL,1/22/2021,63047.0,54683.0,8364.0,225.0,5882.0,0.33,0.29,0.04,308.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
244,Chile,CHL,1/23/2021,63939.0,55575.0,8364.0,892.0,6000.0,0.33,0.29,0.04,314.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
246,Chile,CHL,1/25/2021,64286.0,55798.0,8488.0,0.0,4557.0,0.34,0.29,0.04,238.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
247,Chile,CHL,1/26/2021,66569.0,56551.0,10018.0,2283.0,2235.0,0.35,0.3,0.05,117.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
248,Chile,CHL,1/27/2021,67096.0,56764.0,10332.0,527.0,1866.0,0.35,0.3,0.05,98.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
249,Chile,CHL,1/28/2021,67111.0,56764.0,10347.0,15.0,613.0,0.35,0.3,0.05,32.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
250,Chile,CHL,1/29/2021,67115.0,56768.0,10347.0,4.0,581.0,0.35,0.3,0.05,30.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
251,Chile,CHL,1/30/2021,67123.0,56771.0,10352.0,8.0,455.0,0.35,0.3,0.05,24.0,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
252,China,CHN,12/15/2020,1500000.0,1390984.93697479,0.0,0.0,0.0,0.1,-0.3020693277310956,0.0,0.0,"CNBG, Sinovac",National Health Commission,http://www.gov.cn/xinwen/gwylflkjz147/index.htm
268,China,CHN,12/31/2020,4500000.0,4390984.93697479,0.0,0.0,187500.0,0.31,-0.09206932773109561,0.0,130.0,"CNBG, Sinovac",National Health Commission,http://www.gov.cn/xinwen/gwylflkjz147/index.htm
277,China,CHN,1/9/2021,9000000.0,8890984.93697479,0.0,0.0,500000.0,0.63,0.2279306722689044,0.0,347.0,"CNBG, Sinovac",National Health Commission,http://www.gov.cn/xinwen/gwylflkjz147/index.htm
281,China,CHN,1/13/2021,10000000.0,9890984.93697479,0.0,0.0,357143.0,0.69,0.28793067226890434,0.0,248.0,"CNBG, Sinovac",National Health Commission,http://www.gov.cn/xinwen/gwylflkjz147/index.htm
288,China,CHN,1/20/2021,15000000.0,14890984.93697479,0.0,0.0,714286.0,1.04,0.6379306722689044,0.0,496.0,"CNBG, Sinovac",National Health Commission,http://www.gov.cn/xinwen/gwylflkjz147/index.htm
295,China,CHN,1/27/2021,22767000.0,22657984.93697479,0.0,0.0,1109571.0,1.58,1.1779306722689045,0.0,771.0,"CNBG, Sinovac",National Health Commission,http://www.gov.cn/xinwen/gwylflkjz147/index.htm
296,Costa Rica,CRI,12/24/2020,55.0,-108960.06302521005,0.0,0.0,0.0,0.0,-0.4020693277310956,0.0,0.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
306,Costa Rica,CRI,1/3/2021,2455.0,-106560.06302521005,0.0,0.0,240.0,0.05,-0.3520693277310956,0.0,47.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
311,Costa Rica,CRI,1/8/2021,9751.0,-99264.06302521005,0.0,0.0,1111.0,0.19,-0.2120693277310956,0.0,218.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
318,Costa Rica,CRI,1/15/2021,24859.0,24804.0,55.0,0.0,2158.0,0.49,0.49,0.0,424.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
321,Costa Rica,CRI,1/18/2021,29389.0,29257.0,132.0,0.0,1880.0,0.58,0.57,0.0,369.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
328,Costa Rica,CRI,1/25/2021,48128.0,45707.0,2421.0,0.0,2677.0,0.94,0.9,0.05,526.0,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
329,Croatia,HRV,12/30/2020,7864.0,7864.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
333,Croatia,HRV,1/3/2021,12285.0,12285.0,0.0,0.0,1105.0,0.3,0.3,0.0,269.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
335,Croatia,HRV,1/5/2021,13798.0,13798.0,0.0,0.0,989.0,0.34,0.34,0.0,241.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
337,Croatia,HRV,1/7/2021,20603.0,20603.0,0.0,0.0,1662.0,0.5,0.5,0.0,405.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
